title,tag,artist,year,views,features,lyrics,id,language_cld3,language_ft,language
Demorô,pop,Biel,2016,173,{},"Sabe que o Biel caprichou
Se quiser de novo demorô
É só me chamar que eu já tô
Pede mais que eu te dou!

Sabe que o Biel caprichou
Se quiser de novo demorô
É só me chamar que eu já tô
Pede mais que eu te dou!

Então vai lá, abre tua agenda
Fica à vontade
Você tem o direito e eu não tenho vaidade
Aí, escolhe o nome
Olha o Fernando, falador profissional e vive só te esculachando
Pedro, Paulo, Lucas, Felipe
Errar mais de uma vez, cê tá ligada que é burrice
Bruno, César, Márcio, Fael
Nada tem sabor depois que prova do Biel

Sabe que o Biel caprichou
Se quiser de novo demorô
É só me chamar que eu já tô
Pede mais que eu te dou!
Sabe que o Biel caprichou
Se quiser de novo demorô
É só me chamar que eu já to
Pede mais que eu te dou!

Quer mais?
Vem cá, meu bem
É só ligar pra mim que eu vou
Que vou, eu vou fazendo assim
Vem cá, meu bem
Cê sabe como é
Eu te deixo gamada, tão descontrolada de cabelo em pé

Então vai lá, abre tua agenda
Fica à vontade
Você tem meu direito, e eu não tenho vaidade
Aí, escolhe o nome
Olha o Fernando, falador profissional e vive só te esculachando
Pedro, Paulo, Lucas, Felipe
Errar mais de uma vez, cê tá ligada que é burrice
Bruno, César, Márcio, Fael
Nada tem sabor depois que prova do Biel

Sabe que o Biel caprichou
Se quiser de novo demorô
É só me chamar que eu já tô
Pede mais que eu te dou!",3135247,pt,pt,pt
Minha Cinderela,pop,Biel,2016,46,{},"Ela diz que eu sou o vilão dessa novela
Que eu só conheci o outro lado da moeda
Quando tá na pista bem largado você pega
Mas aí da mole e de repente se apega

Ela não me liga e se faz de louca
Quando ela precisa, vira minha garota
Toda atrevida tira minha roupa
Ela não divide e me roubou de outra

E o pior é que eu gosto dela
Minha cinderela
É assim meio donzela, meio furacão
E o pior é que eu gosto dela
A gente se estressa mas depois tudo se acerta nessa confusão

Passo mais um dia esperando ela
Pego no meu celular e desbloqueio a tela
Esperando uma ligação, notificação, e ela tá em modo avião

Passa algumas horas e ela me chama
Mó cara de pau, vem dizendo que me ama
Mas a carne é fraca não recusa o trato
O amor é cego, mas eu uso o tato
E o pior é que eu gosto dela
Minha cinderela
É assim meio donzela, meio furacão
E o pior é que eu gosto dela
A gente se estressa, mas depois tudo se acerta nessa confusão

Passo mais um dia esperando ela
Pego no meu celular e desbloqueio a tela
Esperando uma ligação, notificação
E ela tá em modo avião

Passa algumas horas e ela me chama
Mó cara de pau vem dizendo que me ama
Mas a carne é fraca não recusa o trato
O amor é cego mas eu uso o tato

E o pior é que eu gosto dela
Minha cinderela
É assim, meio donzela, meio furacão
E o pior é que eu gosto dela
A gente se estressa mas depois tudo se acerta, nessa confusão

E o pior é que eu gosto dela
Minha cinderela
É assim, meio donzela, meio furacão
E o pior é que eu gosto dela
A gente se estressa mas depois tudo se acerta, nessa confusão",3135248,pt,pt,pt
Coração Embriagado,pop,Wanessa Camargo,2016,158,{},"Te desejo uma insônia cheia de lembranças minhas
E que na madrugada você sinta a mesma agonia
Se eu pudesse fazer um transplante do meu coração
Pra você sentir que não tá sendo fácil, não

Eu aqui perdida e você aí se achando
Quando eu te vejo online: #Judiando
Nessa solidão, o que é que eu vou fazer?
Estou há um mês sofrendo só por causa de você

Será que a dor que me machuca
É a mesma que vai te ensinar?

E olha só o meu estado
Meu coração anda embriagado
Só de pensar em alguém do seu lado
Aí eu sofro dobrado e bebo dobrado

E olha só o meu estado
Meu coração anda embriagado
Só de pensar em alguém do seu lado
Aí eu sofro dobrado e bebo dobrado
E olha só o meu estado
Eu aqui perdida e você aí se achando
Quando eu te vejo online: #Judiando
Nessa solidão, o que é que eu vou fazer?
Estou há um mês sofrendo só por causa de você

Será que a dor que me machuca
É a mesma que vai te ensinar?

E olha só o meu estado
Meu coração anda embriagado
Só de pensar em alguém do seu lado
Aí eu sofro dobrado e bebo dobrado

E olha só o meu estado
Meu coração anda embriagado
Só de pensar em alguém do seu lado
Aí eu sofro dobrado e bebo dobrado

E olha só o meu estado
Meu coração anda embriagado
Só de pensar em alguém do seu lado
Aí eu sofro dobrado e bebo dobrado

E olha só o meu estado
Só de pensar em alguém do seu lado",3135316,pt,pt,pt
Vai Que Vira Amor,pop,Wanessa Camargo,2016,59,{},"Não sei se isso é saudade sua
Ou saudade do que a gente viveu
Mas vai que esse flash na memória
É um sinal pra ir além do que aconteceu

Será que o que era pra ficar, ficou?
E o que era pra marcar, marcou?
Talvez de onde saiu esse apego
Tem muito mais do que a gente provou

Entre o certo ou errado
Eu insisto, eu aposto em nós dois
Vai que vira amor, vai que vira amor
Oh, oh, oh

Entre o certo ou errado
Eu insisto, eu aposto em nós dois
Vai que vira amor, vai que vira amor
3, 2, 1 e já virou

Não sei se isso é saudade sua
Ou saudade do que a gente viveu
Mas vai que esse flash na memória
É um sinal pra ir além do que aconteceu
Será que o que era pra ficar, ficou?
E o que era pra marcar, marcou?
Talvez de onde saiu esse apego
Tem muito mais do que a gente provou

Entre o certo ou errado
Eu insisto, eu aposto em nós dois
Vai que vira amor, vai que vira amor
Oh, oh, oh

Entre o certo ou errado
Eu insisto, eu aposto em nós dois
Vai que vira amor, vai que vira amor
3, 2, 1 e já virou

Entre o certo ou errado
Eu insisto, eu aposto em nós dois
Vai que vira amor, vai que vira, vai que vira amor

Entre o certo ou errado
Eu insisto, eu aposto em nós dois
Vai que vira amor, vai que vira amor
3, 2, 1 e já virou",3135318,pt,pt,pt
Boquinha de Açúcar,pop,Wanessa Camargo,2016,44,{},"Dizem que minha boca é afrodisíaca
Tá com sede? Tá!
Dizem que minha boca é afrodisíaca
Você quer beijar?
Tá me olhando de longe querendo atacar
Ele tá que tá
Sujeito sem jeito, sujeito a babar
Ele tá que tá

Dizem que minha boca é afrodisíaca
Tá com sede? Tá!
Dizem que minha boca é afrodisíaca
Você quer beijar?
Tá me olhando de longe querendo atacar
Ele tá que tá
Sujeito sem jeito, sujeito a babar
Agora vou começar

Deslizar, encaixar
Dá voltinha pra ele pirar
Abaixar, empinar
No pulinho ele vai enfartar
Porque eu sou pimenta na sua boca
Boquinha de açúcar, mistura louca
Porque eu sou pimenta na sua boca
Boquinha de açúcar, mistura louca

Dizem que minha boca é afrodisíaca
Tá com sede? Tá!
Dizem que minha boca é afrodisíaca
Você quer beijar?
Tá me olhando de longe querendo atacar
Ele tá que tá
Sujeito sem jeito, sujeito a babar
Agora vou começar

Deslizar, encaixar
Dá voltinha pra ele pirar
Abaixar, empinar
No pulinho ele vai enfartar

Porque eu sou pimenta na sua boca
Boquinha de açúcar, mistura louca
Porque eu sou pimenta na sua boca
Boquinha de açúcar, mistura louca

Porque eu sou pimenta
Boquinha de açúcar
Porque eu sou pimenta
Porque eu sou pimenta na sua boca
Boquinha de açúcar, mistura louca
Porque eu sou pimenta na sua boca
Boquinha de açúcar, mistura louca",3135322,pt,pt,pt
Quem Sabe,rap,O'Jizzy,2016,21,"{""O\\'Jizzy""}","Quem sabe um dia a gente possa se encontrar?
E se beijar de novo
Quem sabe um dia possa se abraçar?
E fazer que esse dia seja noite de novo

Quem sabe dia a gente não possa ficar
Sentir o frio na barriga na hora de beijar
Quem sabe um dia a gente possa ate voltar
E apagar o passado quando esse dia chegar
Quem sabe um dia vai quem sabe
Larga com esse orgulho e me chama no Whatsapp 
Você não era assim, vem pra mim, que eu te mostro que é de verdade
Quem sabe só deus sabe
Chega perto de mim que te deixo suave girl
Quem sabe, só deus sabe
Chega perto de mim que te levo pra minha nave

Quem sabe um dia a gente possa se encontrar?
E se beijar de novo
Quem sabe um dia possa se abraçar?
E fazer que esse dia seja noite de novo
Quem sabe um dia desse a gente não vai além
Quem sabe um dia desse o tempo pare pra gente fica suave meu bem
Meu bem, vem, fica perto de quem te faz tão bem
Eu sei bem o que cê tem
E do que você precisa você não encontra em outro alguém
Hey girl, mostra o seu amor
Se você tá sozinha vem pro meu coberto
Hey girl, vê se não guarda rancor
Depois de tudo que passamos será mesmo que acabou?",3138335,pt,pt,pt
BB,rap,O'Jizzy,2016,39,"{""Diego Thug"",""O\\'Jizzy""}","Tem pouco tempo pra gente se ver, e você sabe tem pouco tempo pra gente se ver
Liga mais tarde porque meu celular ta foda
Mil mensagens por hora mina me liga outra hora porque agora o tempo demora, que agora que eu sai fora BB

Ce so me quer no laser, eu to fazendo tanto som de inspiração foi você, adivinha quem não vai chegar na hora que você for deitar
Adivinha quem tanto de trabalho que eu preciso sim terminar
Esse é meu lugar
Sim quem sabe então mais tarde, sim so jogo com verdade
Essa sua vaidade esse jogo covarde seu nome é cobrança
Quanta distancia maldade fica nessa vibe ficar sem ter confiança

Tem pouco tempo pra gente se ver, e voce sabe tem pouco tempo pra gente se ver
Liga mais tarde porque meu celular ta foda
Mil mensagens por hora mina me liga outra hora porque agora o tempo demora, que agora que eu sai fora BB

Porque agora que eu sai fora bebê!

Porque agora que eu sai fora, bb não me ignora, baby
Espera mais um pouco que eu ligo de volta pro ce
Assim como você, mais 10 me ligam na madruga querendo se envolver
Aceita, essa é a realidade, a mais pura verdade
Você é inspiração pro som, a outros só tão pela maldade
Eu tenho pouco tempo, tipo ficha de orelhão
Tenho um minuto pra falar
*Telefone* ""Porra Thug, essa mina de novo mano? Da o papo nela pô!""

Tem pouco tempo pra gente se ver, e voce sabe pouco tempo pra gente se ver
Liga mais tarde porque meu celular ta foda
Mil mensagens por hora mina me liga outra hora porque agora o tempo demora, que agora que eu sai fora BB",3138305,pt,pt,pt
Eu Tenho Fé,rap,O'Jizzy,2016,33,"{""O\\'Jizzy"",CPB}","Eu tenho fé, que tudo vai mudar um dia se deus quiser
Eu tenho fé, que tudo vai mudar um dia se deus quiser
Não da pra ficar do jeito que tá, por mais que esteja bom
Minha hora vai chegar, eu tenho fé, que vou espalhar meu som

[O'Jizzy]
Eu tenho fé, e vai além
É tão estranho mas me sinto tão bem
Eu tenho a fé que minha mãe tem
Toda noite rezo no final eu digo amem
Tenho esperança também
Minha fé é inabalável, e não abala ninguém
É difícil de explicar mas quem sente sabe o quanto
A fé te deixa zen
Hoje eu tô de boa
Eu tô atrás do cash pra da uma vida boa pra minha coroa
Não fico atoa
Eu tenho fé mas tenho pressa porque o tempo voa

Eu tenho fé, que tudo vai mudar um dia se deus quiser
Eu tenho fé, que tudo vai mudar um dia se deus quiser
Não da pra ficar do jeito que tá, por mais que esteja bom
Minha hora vai chegar, eu tenho fé, que vou espalhar meu som
[CPB]
O melhor pra mudar
Ficar parado não da
Eu tenho fé vou alcançar porque ?! (eu tenho fé)
De ver meus camaradas bem
Sem precisar se preocupar
Quando vê as contas chegar no fim do mês (eu tenho fé)
Tudo é aprendizado faz parte da vida
Que mais nada nesse mundo me intimida,(eu tenho fé)
O segredo é só lutar manter a cabeça no lugar
Sei que meu deus vai me guiar porque?! (eu tenho fé)
O bastante pra me manter em pé
Fazer chegar aonde eu quiser (eu tenho fé)
Eu nunca vou desistir
Porque uma coisa eu aprendi
Que não adianta eu insistir se você não tiver fé

Eu tenho fé, que tudo vai mudar um dia se deus quiser
Eu tenho fé, que tudo vai mudar um dia se deus quiser
Não da pra ficar do jeito que tá, por mais que esteja bom
Minha hora vai chegar, eu tenho fé, que vou espalhar meu som",3138311,pt,pt,pt
Te Encontrar,rap,O'Jizzy,2016,26,"{""O\\'Jizzy"",Karrosel}","Estou aqui, esperando algo de você
Não sei porque
Tudo tem que ser assim
Então eu fico aqui esperando algo acontecer
Não sei porque, se você só quer que eu decida agir
E te encontrar te conhecer melhor
Eu que tinha medo de chegar
Você me mostrou, que existe um lugar
Onde eu vou eternizar
O amor não acabou
Só tem uma maneira de chegar
E esse amor que eu vou te dar
Até um dia eu te encontrar

Encontrei o amor junto ao seu olhar
Esse amor não pode acabar
Já tava a algum tempo a te procurar
Agora que eu te encontrei eu não vou te deixar
Quero ser seu amor também ser seu amigo
Fazer do seus braços meu melhor abrigo
Vou me abrigar me sentir mais vivo
Ao seu lado, vou te carregar te levar pra um lugar escondido
Hey Girl, diz o que ce quer?
Mais de 1 milhão no mundo e não larga do meu pé
Sou chato quando amo, e nesse amo eu boto fé, estou contigo não tem perigo você sabe como é
Estamos a dois não quero mais ninguém
Hoje você é bandida, hoje sou o seu refém
Me amarra na cama que eu digo vem
Nessa noite de lua cheia, a gente vai além
Até aquele dia eu te encontrar (4 x)
Você me mostrou que existe um lugar
Onde eu vou eternizar

O amor não acabou, só tem uma maneira de chegar
E esse amor, que vou te dar, ate aquele dia te encontrar",3138317,pt,pt,pt
Eu  Ela,rap,O'Jizzy,2016,18,"{""O\\'Jizzy""}","Celular toca, ela me sufoca
Amo uma mina mas essa menina não sai da minha bota
4 da matina, celular não para
Ela me ligando, sei o que ela quer
Role na quebrada de bandido comigo
Sem essa de amigo, é sempre bom da um perdido
Ela adora correr perigo
Alta velocidade, adrenalina
Abro o teto solar e ela joga a mão pra cima

Ela se sente livre
E pra casa dela ela não quer voltar
Se sente bem sempre comigo
Bem acompanhada vamos porque hoje anoite é eu e ela...

Hoje a noite é eu e ela (4x)

Hoje a noite é, eu e ela e mais, ninguém vai atrapalhar a nossa paz
Já desliguei o celular, prometi me dedicar, todo esse tempo pra eu e ela nos amar
Não quero ninguém me ligando pra curtição
Quero fica de boa com ela na cama ou no chão
Me perco nas suas curvas sei que você se sente leve quando eu tiro a sua blusa
Ela se sente livre
E pra casa dela ela não quer voltar
Se sente bem sempre comigo
Bem acompanhada vamos porque hoje anoite é eu e ela...

Hoje a noite é eu e ela (4x)

Me olha com olhar de desejo, me pede
Na malicia do olhar eu te vejo pedindo mordida no queixo
Sei que ce não vai parar garota ce sabe eu deixo
Sou o cara que te faz feliz não importa o preço
Você faz tudo por mim garota eu gosto assim
Espero que essa madrugada demore e não tenha um fim mas
Se tiver prometo te fazer feliz
Ee arrepender do momento não então vem pede biz

E o sol raio a gente acordado fazendo amor
Não para nem por um segundo nesse calor
Eu e você tipo Bonnie e Clyde contra o mundo

Eu e ela fazendo loucura, sem medo de amar e de morrer de amor
Eu e ela fazendo loucura sem medo de amar e morrendo de amor (2x)",3138331,pt,pt,pt
Quando Ela Vem,rap,O'Jizzy,2016,19,"{""O\\'Jizzy""}","Quando ela vem, cheio de graça
Jogando o cabelo pro lado ela esculacha
Todo mundo olha quando ela passa
Exalando Fendi, seu cheiro diz sua raça

Bolsa da fendi, não ela que Louis Vuitton
Faz maquiagem no espelho não esquece do baton
Vermelho, hoje ela ta pro crime
Canso de fica em casa só assistindo filme
Seu ex namorado meteu o pé
Falou desse jeito não da mulher
Seu whatsapp toca quem é esse mane
Que fica incomodando a gente né quem é?
Hoje ela decidiu sair do sofrimento
Conhecer gente nova, gente com talento
Nas ruas de joinville, ela sentiu o vento
Se apaixonou no exato momento

Quando ela vem, cheio de graça
Jogando o cabelo pro lado ela esculacha
Todo mundo olha quando ela passa
Exalando Fendi, seu cheiro diz sua raça
Encontrou as amiga no barzinho
Pega um destilado
Não, caipirinha de vinho
Pra fica sossegada, depois dali partiu para a balada
Com as amiga louca curte a madrugada
Essa mina representa, os mano não se envolve, sabe que não aguenta
Saiu de casa pra treta, chega na balada, geral, olhou: ""marrenta""!
Os irmão nem tenta, hoje ela fez o gol de placa ela é penta
Chegou chamando atenção, hoje a noite é dele ela vai ate o chão

Quando ela vem, cheio de graça
Jogando o cabelo pro lado ela esculacha
Todo mundo olha quando ela passa
Exalando Fendi, seu cheiro diz sua raça",3138336,pt,pt,pt
